question_id,question_type,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation,reference_url,chatgpt_verified,terminology_status,terminology_notes,exam_section,exam_objectives,topics,difficulty,question_source,review_status,is_outdated
PMLE-0196,single_choice,"You work for a company that captures live video footage of checkout areas in their retail stores. You need to use the live video footage to build a
 model to detect the number of customers waiting for service in near real time. You want to implement a solution quickly and with minimal effort.
 How should you build the model?",Use the Vertex AI Vision Occupancy Analytics model.,Use the Vertex AI Vision Person/vehicle detector model.,Train an AutoML object detection model on an annotated dataset by using Vertex AutoML.,Train a Seq2Seq+ object detection model on an annotated dataset by using Vertex AutoML.,,A,Vertex AI Vision Occupancy Analytics is a prebuilt solution for counting people in defined areas from video streams. It is faster and lower effort than labeling data and training a custom detector.,https://cloud.google.com/vision-ai/docs/occupancy-count,TRUE,REVIEW_AMBIGUOUS,Vision product naming and architecture may require contextual review. | Generic or unrecognized Vertex AI reference requires contextual review.,Architecting low-code AI solutions,Building AI solutions using Google Cloud AI APIs or foundational models,Computer Vision; AutoML; Foundation Models,Easy,Original Bank,Needs Review,TRUE
PMLE-0197,single_choice,"You work as an analyst at a large banking firm. You are developing a robust scalable ML pipeline to tram several regression and classification
 models. Your primary focus for the pipeline is model interpretability. You want to productionize the pipeline as quickly as possible. What should
 you do?",Use Tabular Workflow for Wide & Deep through Agent Platform Pipelines to jointly train wide linear models and deep neural networks,Use Google Kubernetes Engine to build a custom training pipeline for XGBoost-based models,Use Tabular Workflow for TabNet through Agent Platform Pipelines to train attention-based models,Use Cloud Composer to build the training pipelines for custom deep learning-based models,,C,TabNet uses attention to select and combine tabular features and provides interpretable feature masks. The managed Tabular Workflow for TabNet on Agent Platform Pipelines accelerates productionization compared with building and operating a custom GKE or Composer workflow.,https://cloud.google.com/vertex-ai/docs/tabular-data/tabular-workflows/tabnet,TRUE,UPDATED_OBVIOUS,Applied official direct product-name mappings only.,Scaling prototypes into ML models,"Building models given the task considering cost, complexity, latency, and scalability",Agents; GKE; Pipelines; Custom Training,Medium,Original Bank,Updated 2026,TRUE
PMLE-0198,single_choice,"You developed a Transformer model in TensorFlow to translate text. Your training data includes millions of documents in a Cloud Storage bucket.
 You plan to use distributed training to reduce training time. You need to configure the training job while minimizing the effort required to modify
 code and to manage the cluster’s configuration. What should you do?","Create a Agent Platform custom training job with GPU accelerators for the second worker pool. Use tf.distribute.MultiWorkerMirroredStrategy for
 distribution.","Create a Vertex AI custom distributed training job with Reduction Server. Use N1 high-memory machine type instances for the first and
 second pools, and use N1 high-CPU machine type instances for the third worker pool.",Create a training job that uses Cloud TPU VMs. Use tf.distribute.TPUStrategy for distribution.,"Create a Agent Platform custom training job with a single worker pool of A2 GPU machine type instances. Use tf.distribute.MirroredStrategv for
 distribution.",,A,"A Vertex AI multi-worker custom job with GPUs and MultiWorkerMirroredStrategy provides managed distributed TensorFlow training with relatively small code changes and no cluster administration. A single-worker MirroredStrategy is limited to one host, and TPU migration can require code changes for unsupported operations.",https://cloud.google.com/vertex-ai/docs/training/distributed-training,TRUE,REVIEW_AMBIGUOUS,Generic or unrecognized Vertex AI reference requires contextual review.,Scaling prototypes into ML models,Choosing appropriate hardware for training; Training models,Distributed Training; Training Hardware; Custom Training; Agents,Hard,Original Bank,Needs Review,TRUE
PMLE-0199,single_choice,"You are developing a process for training and running your custom model in production. You need to be able to show lineage for your model and
 predictions. What should you do?","1. Create a Agent Platform managed dataset.
 2. Use a Agent Platform training pipeline to train your model.
 3. Generate batch predictions in Vertex AI.","1. Use a Agent Platform Pipelines custom training job component to tram your model.
 2. Generate predictions by using a Agent Platform Pipelines model batch predict component.","1. Upload your dataset to BigQuery.
 2. Use a Agent Platform custom training job to train your model.
 3. Generate predictions by using Vertex Al SDK custom prediction routines.","1. Use Experiments on Agent Platform to train your model.
 2. Register your model in Agent Platform Model Registry.
 3. Generate batch predictions in Vertex AI.",,A,"Using a Agent Platform managed dataset, a Agent Platform training pipeline, and Vertex AI batch prediction creates managed resources whose relationships can be recorded in Agent Platform ML Metadata. Option D is invalid because Experiments on Agent Platform tracks runs but does not itself train the model.",https://cloud.google.com/vertex-ai/docs/ml-metadata/introduction,TRUE,REVIEW_AMBIGUOUS,Generic or unrecognized Vertex AI reference requires contextual review.,Collaborating within and across teams to manage data and models,Tracking and running ML experiments; Developing end-to-end ML pipelines,ML Metadata; Batch Inference; Agents; BigQuery,Medium,Original Bank,Needs Review,TRUE
PMLE-0200,single_choice,"You work for a hotel and have a dataset that contains customers’ written comments scanned from paper-based customer feedback forms, which
 are stored as PDF files. Every form has the same layout. You need to quickly predict an overall satisfaction score from the customer comments on
 each form. How should you accomplish this task?","Use the Vision API to parse the text from each PDF file. Use the Natural Language API analyzeSentiment feature to infer overall satisfaction
 scores.","Use the Vision API to parse the text from each PDF file. Use the Natural Language API analyzeEntitySentiment feature to infer overall
 satisfaction scores.","Uptrain a Document AI custom extractor to parse the text in the comments section of each PDF file. Use the Natural Language API
 analyzeSentiment feature to infer overall satisfaction scores.","Uptrain a Document AI custom extractor to parse the text in the comments section of each PDF file. Use the Natural Language API
 analyzeEntitySentiment feature to infer overall satisfaction scores.",,C,"Because every scanned PDF has the same layout and only the comments field is needed, an uptrained Document AI custom extractor can reliably extract that field. Natural Language analyzeSentiment then produces an overall sentiment score; entity sentiment answers a different question.",https://cloud.google.com/document-ai/docs/workbench/build-custom-processor,TRUE,,,Architecting low-code AI solutions,Building AI solutions using Google Cloud AI APIs or foundational models,Document AI; Computer Vision; NLP; Foundation Models,Easy,Original Bank,Verified,FALSE
PMLE-0201,single_choice,"You developed a Vertex AI pipeline that trains a classification model on data stored in a large BigQuery table. The pipeline has four steps, where
 each step is created by a Python function that uses the KubeFlow v2 API. The components have the following names:
 You launch your Vertex AI pipeline as the following:
 You perform many model iterations by adjusting the code and parameters of the training step. You observe high costs associated with the
 development, particularly the data export and preprocessing steps. You need to reduce model development costs. What should you do?","Change the components’ YAML filenames to export.yaml, preprocess,yaml, f ""train-
 {dt}.yaml"", f""calibrate-{dt).vaml"".","Add the {""kubeflow.v1.caching"": True} parameter to the set of params provided to your PipelineJob.","Move the first step of your pipeline to a separate step, and provide a cached path to Cloud Storage as an input to the main pipeline.","Change the name of the pipeline to f""my-awesome-pipeline-{dt}"".",,A,"Agent Platform Pipelines caching keys include the component specification and inputs. Keep stable component specifications for the expensive export and preprocessing steps, while changing the training and calibration component specifications when their code changes. The proposed PipelineJob caching parameter in option B is not a valid way to selectively achieve this behavior.",https://cloud.google.com/vertex-ai/docs/pipelines/configure-caching,TRUE,REVIEW_AMBIGUOUS,Generic or unrecognized Vertex AI reference requires contextual review.,Automating and orchestrating ML pipelines,Developing end-to-end ML pipelines; Automating model retraining,Pipelines; Kubeflow; BigQuery; Agents,Medium,Original Bank,Needs Review,TRUE
PMLE-0202,single_choice,"You work for a startup that has multiple data science workloads. Your compute infrastructure is currently on-premises, and the data science
 workloads are native to PySpark. Your team plans to migrate their data science workloads to Google Cloud. You need to build a proof of concept
 to migrate one data science job to Google Cloud. You want to propose a migration process that requires minimal cost and effort. What should you
 do first?","Create a n2-standard-4 VM instance and install Java, Scala, and Apache Spark dependencies on it.","Create a Google Kubernetes Engine cluster with a basic node pool configuration, install Java, Scala, and Apache Spark dependencies on it.","Create a Standard (1 master, 3 workers) Dataproc cluster, and run a Agent Platform Workbench notebook instance on it.",Create a Agent Platform Workbench notebook with instance type n2-standard-4.,,C,"For a PySpark proof of concept, a managed Dataproc cluster with an attached notebook provides Spark and its dependencies with minimal migration work. A hand-built VM or GKE environment requires more setup and maintenance. Dataproc Serverless would now also merit consideration but is not offered.",https://cloud.google.com/dataproc/docs/tutorials/dataproc-hub-admins,TRUE,UPDATED_OBVIOUS,Applied official direct product-name mappings only.,Collaborating within and across teams to manage data and models,Model prototyping using notebooks,Dataproc; Workbench; Agents; GKE,Easy,Original Bank,Updated 2026,FALSE
PMLE-0203,single_choice,"You work for a bank. You have been asked to develop an ML model that will support loan application decisions. You need to determine which
 Vertex AI services to include in the workflow. You want to track the model’s training parameters and the metrics per training epoch. You plan to
 compare the performance of each version of the model to determine the best model based on your chosen metrics. Which Vertex AI services
 should you use?","Agent Platform ML Metadata, Agent Platform Feature Store, and Vertex AI Vizier","Agent Platform Pipelines, Experiments on Agent Platform, and Vertex AI Vizier","Agent Platform ML Metadata, Experiments on Agent Platform, and Vertex AI TensorBoard","Agent Platform Pipelines, Agent Platform Feature Store, and Vertex AI TensorBoard",,C,"Experiments on Agent Platform compares runs and model metrics, TensorBoard records metrics per training epoch, and Agent Platform ML Metadata tracks parameters, artifacts, and lineage. Feature Store and Vizier do not together satisfy the stated experiment and epoch-level tracking needs.",https://cloud.google.com/vertex-ai/docs/experiments/intro-vertex-ai-experiments,TRUE,REVIEW_AMBIGUOUS,TensorBoard branding is not a simple one-to-one replacement in the official mapping. | Generic or unrecognized Vertex AI reference requires contextual review.,Collaborating within and across teams to manage data and models,Tracking and running ML experiments; Developing end-to-end ML pipelines,Experiments; ML Metadata; Agents; Pipelines,Medium,Original Bank,Needs Review,TRUE
PMLE-0204,single_choice,"You work for an auto insurance company. You are preparing a proof-of-concept ML application that uses images of damaged vehicles to infer
 damaged parts. Your team has assembled a set of annotated images from damage claim documents in the company’s database. The annotations
 associated with each image consist of a bounding box for each identified damaged part and the part name. You have been given a sufficient
 budget to train models on Google Cloud. You need to quickly create an initial model. What should you do?","Download a pre-trained object detection model from TensorFlow Hub. Fine-tune the model in Agent Platform Workbench by using the annotated
 image data.",Train an object detection model in AutoML by using the annotated image data.,"Create a pipeline in Agent Platform Pipelines and configure the AutoMLTrainingJobRunOp component to train a custom object detection model by
 using the annotated image data.",Train an object detection model in Agent Platform custom training by using the annotated image data.,,B,"The annotated data already contains bounding boxes and labels, and the goal is to create an initial model quickly. Agent Platform AutoML object detection trains a managed model without requiring custom training code or pipeline construction.",https://cloud.google.com/vertex-ai/docs/image-data/object-detection/overview,TRUE,UPDATED_OBVIOUS,Applied official direct product-name mappings only.,Architecting low-code AI solutions,Developing ML models using BigQuery ML or AutoML on Gemini Enterprise Agent Platform,AutoML; Computer Vision; Agents; Pipelines,Easy,Original Bank,Updated 2026,FALSE
PMLE-0205,single_choice,"You are analyzing customer data for a healthcare organization that is stored in Cloud Storage. The data contains personally identifiable
 information (PII). You need to perform data exploration and preprocessing while ensuring the security and privacy of sensitive fields. What should
 you do?",Use the Cloud Data Loss Prevention (DLP) API to de-identify the PII before performing data exploration and preprocessing.,"Use customer-managed encryption keys (CMEK) to encrypt the PII data at rest, and decrypt the PII data during data exploration and
 preprocessing.",Use a VM inside a VPC Service Controls security perimeter to perform data exploration and preprocessing.,"Use Google-managed encryption keys to encrypt the PII data at rest, and decrypt the PII data during data exploration and preprocessing.",,A,"Encryption at rest and network perimeters protect access but do not remove PII from data exposed during analysis. Sensitive Data Protection, formerly Cloud DLP, can inspect and de-identify the sensitive fields before exploration and preprocessing.",https://cloud.google.com/sensitive-data-protection/docs/deidentify-sensitive-data,TRUE,,,Monitoring AI solutions,Identifying risks to AI solutions,Data Privacy; AI Security; Cloud Storage; Responsible AI,Medium,Original Bank,Verified,FALSE
PMLE-0206,single_choice,"You are building a predictive maintenance model to preemptively detect part defects in bridges. You plan to use high definition images of the
 bridges as model inputs. You need to explain the output of the model to the relevant stakeholders so they can take appropriate action. How
 should you build the model?","Use scikit-learn to build a tree-based model, and use SHAP values to explain the model output.","Use scikit-learn to build a tree-based model, and use partial dependence plots (PDP) to explain the model output.","Use TensorFlow to create a deep learning-based model, and use Integrated Gradients to explain the model output.","Use TensorFlow to create a deep learning-based model, and use the sampled Shapley method to explain the model output.",,C,High-resolution images call for a convolutional or other deep vision model. Integrated Gradients is a feature-attribution method suitable for differentiable neural networks and can highlight the image regions that influenced a defect prediction.,https://cloud.google.com/vertex-ai/docs/explainable-ai/configuring-explanations-feature-based,TRUE,,,Monitoring AI solutions,Identifying risks to AI solutions,Explainability; Computer Vision; Custom Training; Classification,Medium,Original Bank,Verified,FALSE
PMLE-0207,single_choice,"You work for a hospital that wants to optimize how it schedules operations. You need to create a model that uses the relationship between the
 number of surgeries scheduled and beds used. You want to predict how many beds will be needed for patients each day in advance based on the
 scheduled surgeries. You have one year of data for the hospital organized in 365 rows.
 The data includes the following variables for each day:
 • Number of scheduled surgeries
 • Number of beds occupied
 • Date
 You want to maximize the speed of model development and testing. What should you do?","Create a BigQuery table. Use BigQuery ML to build a regression model, with number of beds as the target variable, and number of
 scheduled surgeries and date features (such as day of week) as the predictors.","Create a BigQuery table. Use BigQuery ML to build an ARIMA model, with number of beds as the target variable, and date as the time
 variable.","Create a Agent Platform tabular dataset. Train an AutoML regression model, with number of beds as the target variable, and number of scheduled
 minor surgeries and date features (such as day of the week) as the predictors.","Create a Agent Platform tabular dataset. Train a Agent Platform AutoML Forecasting model, with number of beds as the target variable, number of
 scheduled surgeries as a covariate and date as the time variable.",,A,"The desired output is a numeric bed count and scheduled surgeries are a known explanatory feature. With only 365 rows and a need for rapid iteration, BigQuery ML regression with calendar-derived features is simpler than a managed forecasting workflow. A time-aware validation split should still be used.",https://cloud.google.com/bigquery/docs/regression-overview,TRUE,UPDATED_OBVIOUS,Applied official direct product-name mappings only.,Architecting low-code AI solutions,Developing ML models using BigQuery ML or AutoML on Gemini Enterprise Agent Platform,BigQuery ML; Regression; AutoML; Agents,Easy,Original Bank,Updated 2026,FALSE
PMLE-0208,single_choice,"You recently developed a wide and deep model in TensorFlow. You generated training datasets using a SQL script that preprocessed raw data in
 BigQuery by performing instance-level transformations of the data. You need to create a training pipeline to retrain the model on a weekly basis.
 The trained model will be used to generate daily recommendations. You want to minimize model development and training time. How should you
 develop the training pipeline?","Use the Kubeflow Pipelines SDK to implement the pipeline. Use the BigQueryJobOp component to run the preprocessing script and the
 CustomTrainingJobOp component to launch a Agent Platform training job.","Use the Kubeflow Pipelines SDK to implement the pipeline. Use the DataflowPythonJobOp component to preprocess the data and the
 CustomTrainingJobOp component to launch a Agent Platform training job.","Use the TensorFlow Extended SDK to implement the pipeline Use the ExampleGen component with the BigQuery executor to ingest the data
 the Transform component to preprocess the data, and the Trainer component to launch a Agent Platform training job.","Use the TensorFlow Extended SDK to implement the pipeline Implement the preprocessing steps as part of the input_fn of the model. Use
 the ExampleGen component with the BigQuery executor to ingest the data and the Trainer component to launch a Agent Platform training job.",,A,"The preprocessing already exists as BigQuery SQL, so a BigQuery pipeline component should run that script, followed by a Agent Platform custom training component. Reimplementing the same transformations in Dataflow or TFX would add development time.",https://cloud.google.com/vertex-ai/docs/pipelines/bigqueryml-component,TRUE,UPDATED_OBVIOUS,Applied official direct product-name mappings only.,Automating and orchestrating ML pipelines,Developing end-to-end ML pipelines; Training models,Pipelines; BigQuery; Custom Training; Agents,Medium,Original Bank,Updated 2026,TRUE
PMLE-0209,single_choice,"You are training a custom language model for your company using a large dataset. You plan to use the Reduction Server strategy on Vertex AI.
 You need to configure the worker pools of the distributed training job. What should you do?","Configure the machines of the first two worker pools to have GPUs, and to use a container image where your training code runs. Configure
 the third worker pool to have GPUs, and use the reductionserver container image.","Configure the machines of the first two worker pools to have GPUs and to use a container image where your training code runs. Configure
 the third worker pool to use the reductionserver container image without accelerators, and choose a machine type that prioritizes bandwidth.","Configure the machines of the first two worker pools to have TPUs and to use a container image where your training code runs. Configure
 the third worker pool without accelerators, and use the reductionserver container image without accelerators, and choose a machine type that
 prioritizes bandwidth.","Configure the machines of the first two pools to have TPUs, and to use a container image where your training code runs. Configure the third
 pool to have TPUs, and use the reductionserver container image.",,B,"Reduction Server workers perform communication and reduction rather than model computation, so they do not need GPUs. The training worker pools use GPUs and the training container, while the reduction-server pool should use a high-bandwidth CPU machine with the reduction-server image.",https://cloud.google.com/vertex-ai/docs/training/distributed-training,TRUE,REVIEW_AMBIGUOUS,Generic or unrecognized Vertex AI reference requires contextual review.,Scaling prototypes into ML models,Choosing appropriate hardware for training; Training models,Distributed Training; Training Hardware; Computer Vision,Hard,Original Bank,Needs Review,TRUE
PMLE-0210,single_choice,"You have trained a model by using data that was preprocessed in a batch Dataflow pipeline. Your use case requires real-time inference. You want
 to ensure that the data preprocessing logic is applied consistently between training and serving. What should you do?",Perform data validation to ensure that the input data to the pipeline is the same format as the input data to the endpoint.,"Refactor the transformation code in the batch data pipeline so that it can be used outside of the pipeline. Use the same code in the
 endpoint.","Refactor the transformation code in the batch data pipeline so that it can be used outside of the pipeline. Share this code with the end
 users of the endpoint.","Batch the real-time requests by using a time window and then use the Dataflow pipeline to preprocess the batched requests. Send the
 preprocessed requests to the endpoint.",,B,"Refactor the transformation logic into a reusable library and invoke the same code in both the offline preprocessing pipeline and the online serving path. Format validation alone does not prevent semantic skew, and asking clients to reproduce preprocessing creates inconsistency.",https://cloud.google.com/architecture/mlops-continuous-delivery-and-automation-pipelines-in-machine-learning,TRUE,,,Automating and orchestrating ML pipelines,Developing end-to-end ML pipelines; Exploring and preprocessing data for ML,Dataflow; Pipelines; Feature Store; Online Inference,Medium,Original Bank,Verified,FALSE
PMLE-0211,single_choice,"You need to develop a custom TensorFlow model that will be used for online predictions. The training data is stored in BigQuery You need to apply
 instance-level data transformations to the data for model training and serving. You want to use the same preprocessing routine during model
 training and serving. How should you configure the preprocessing routine?","Create a BigQuery script to preprocess the data, and write the result to another BigQuery table.",Create a pipeline in Agent Platform Pipelines to read the data from BigQuery and preprocess it using a custom preprocessing component.,"Create a preprocessing function that reads and transforms the data from BigQuery. Create a Vertex AI custom prediction routine that calls
 the preprocessing function at serving time.",Create an Apache Beam pipeline to read the data from BigQuery and preprocess it by using TensorFlow Transform and Dataflow.,,D,TensorFlow Transform computes preprocessing statistics over the training data and exports a transformation graph that can be applied consistently during training and serving. Running the Beam pipeline on Dataflow scales the BigQuery preprocessing. The serving model must include or invoke the exported transform graph.,https://www.tensorflow.org/tfx/transform/get_started,TRUE,REVIEW_AMBIGUOUS,Generic or unrecognized Vertex AI reference requires contextual review.,Automating and orchestrating ML pipelines,Developing end-to-end ML pipelines; Exploring and preprocessing data for ML,Custom Training; Online Inference; Agents; BigQuery,Medium,Original Bank,Needs Review,FALSE
PMLE-0212,single_choice,"You are pre-training a large language model on Google Cloud. This model includes custom TensorFlow operations in the training loop. Model
 training will use a large batch size, and you expect training to take several weeks. You need to configure a training architecture that minimizes
 both training time and compute costs. What should you do?",Implement 8 workers of a2-megagpu-16g machines by using tf.distribute.MultiWorkerMirroredStrategy.,Implement a TPU Pod slice with -accelerator-type=v4-l28 by using tf.distribute.TPUStrategy.,Implement 16 workers of c2d-highcpu-32 machines by using tf.distribute.MirroredStrategy.,Implement 16 workers of a2-highgpu-8g machines by using tf.distribute.MultiWorkerMirroredStrategy.,,A,"Custom TensorFlow operations may not be supported on TPUs, making a GPU architecture safer. Eight A2 mega-GPU workers with MultiWorkerMirroredStrategy provide 128 tightly connected A100 GPUs with fewer inter-host workers than option D, reducing communication overhead. Actual cost efficiency requires profiling because both GPU options are very large.",https://cloud.google.com/vertex-ai/docs/training/distributed-training,TRUE,,,Scaling prototypes into ML models,Choosing appropriate hardware for training,Distributed Training; Training Hardware; Foundation Models; Custom Training,Hard,Original Bank,Verified,TRUE
PMLE-0213,single_choice,"You are building a TensorFlow text-to-image generative model by using a dataset that contains billions of images with their respective captions.
 You want to create a low maintenance, automated workflow that reads the data from a Cloud Storage bucket collects statistics, splits the dataset
 into training/validation/test datasets performs data transformations trains the model using the training/validation datasets, and validates the
 model by using the test dataset. What should you do?","Use the Apache Airflow SDK to create multiple operators that use Dataflow and Vertex AI services. Deploy the workflow on Cloud
 Composer.","Use the MLFlow SDK and deploy it on a Google Kubernetes Engine cluster. Create multiple components that use Dataflow and Vertex AI
 services.","Use the Kubeflow Pipelines (KFP) SDK to create multiple components that use Dataflow and Vertex AI services. Deploy the workflow on
 Agent Platform Pipelines.","Use the TensorFlow Extended (TFX) SDK to create multiple components that use Dataflow and Vertex AI services. Deploy the workflow on
 Agent Platform Pipelines.",,D,"TFX provides standard components for statistics generation, schema and validation, data transformation, training, and model evaluation. Running the TFX workflow on Agent Platform Pipelines provides managed orchestration with low infrastructure maintenance.",https://cloud.google.com/vertex-ai/docs/pipelines/build-pipeline,TRUE,REVIEW_AMBIGUOUS,Generic or unrecognized Vertex AI reference requires contextual review.,Automating and orchestrating ML pipelines,Developing end-to-end ML pipelines; Training models,TFX; Pipelines; Agents; Cloud Storage,Hard,Original Bank,Needs Review,FALSE
PMLE-0214,single_choice,"You are developing an ML pipeline using Agent Platform Pipelines. You want your pipeline to upload a new version of the XGBoost model to Vertex AI
 Model Registry and deploy it to Agent Platform Endpoints for online inference. You want to use the simplest approach. What should you do?",Use the Vertex AI REST API within a custom component based on a vertex-ai/prediction/xgboost-cpu image,Use the Vertex AI ModelEvaluationOp component to evaluate the model,Use the Vertex AI SDK for Python within a custom component based on a python:3.10 image,Chain the Vertex AI ModelUploadOp and ModelDeployOp components together,,D,The standard Google Cloud pipeline components ModelUploadOp and ModelDeployOp directly register and deploy the model. Chaining these components is simpler and more maintainable than implementing REST or SDK calls in a custom component.,https://cloud.google.com/vertex-ai/docs/pipelines/components-introduction,TRUE,REVIEW_AMBIGUOUS,SDK branding/API package naming may remain legacy in code and documentation. | Generic or unrecognized Vertex AI reference requires contextual review.,Automating and orchestrating ML pipelines,Developing end-to-end ML pipelines; Serving models,Model Registry; Pipelines; Online Inference; Agents,Easy,Original Bank,Needs Review,TRUE
PMLE-0215,single_choice,"You work for an online retailer. Your company has a few thousand short lifecycle products. Your company has five years of sales data stored in
 BigQuery. You have been asked to build a model that will make monthly sales predictions for each product. You want to use a solution that can be
 implemented quickly with minimal effort. What should you do?",Use Prophet on Agent Platform Managed Training to build a custom model.,Use Vertex AI Forecast to build a NN-based model.,Use BigQuery ML to build a statistical ARIMA_PLUS model.,Use TensorFlow on Agent Platform Managed Training to build a custom model.,,C,"BigQuery ML ARIMA_PLUS can forecast many product time series directly over the five years of BigQuery data using SQL. It is a fast, low-effort statistical baseline and avoids custom training infrastructure.",https://cloud.google.com/bigquery/docs/arima-multiple-time-series-forecasting-tutorial,TRUE,REVIEW_AMBIGUOUS,Generic or unrecognized Vertex AI reference requires contextual review.,Architecting low-code AI solutions,Developing ML models using BigQuery ML or AutoML on Gemini Enterprise Agent Platform,BigQuery ML; Forecasting; Agents; BigQuery,Easy,Original Bank,Needs Review,FALSE
PMLE-0216,single_choice,"You are creating a model training pipeline to predict sentiment scores from text-based product reviews. You want to have control over how the
 model parameters are tuned, and you will deploy the model to an endpoint after it has been trained. You will use Agent Platform Pipelines to run the
 pipeline. You need to decide which Google Cloud pipeline components to use. What components should you choose?","TabularDatasetCreateOp, CustomTrainingJobOp, and EndpointCreateOp","TextDatasetCreateOp, AutoMLTextTrainingOp, and EndpointCreateOp","TabularDatasetCreateOp. AutoMLTextTrainingOp, and ModelDeployOp","TextDatasetCreateOp, CustomTrainingJobOp, and ModelDeployOp",,D,"A text dataset component creates the appropriate dataset, custom training provides control over the model and tuning logic, and ModelDeployOp deploys the resulting model. AutoML would not provide the requested tuning control.",https://cloud.google.com/vertex-ai/docs/pipelines/components-introduction,TRUE,UPDATED_OBVIOUS,Applied official direct product-name mappings only.,Automating and orchestrating ML pipelines,Developing end-to-end ML pipelines; Training models; Serving models,Custom Training; Classification; AutoML; Agents,Medium,Original Bank,Updated 2026,FALSE
PMLE-0217,single_choice,"Your team frequently creates new ML models and runs experiments. Your team pushes code to a single repository hosted on Cloud Source
 Repositories. You want to create a continuous integration pipeline that automatically retrains the models whenever there is any modification of the
 code. What should be your first step to set up the CI pipeline?","Configure a Cloud Build trigger with the event set as ""Pull Request""","Configure a Cloud Build trigger with the event set as ""Push to a branch""",Configure a Cloud Function that builds the repository each time there is a code change,Configure a Cloud Function that builds the repository each time a new branch is created,,B,"A Cloud Build trigger configured for pushes to the relevant branch starts the CI process whenever committed code changes. A pull-request trigger does not cover every repository modification, and a custom Cloud Function is unnecessary.",https://cloud.google.com/build/docs/automating-builds/create-manage-triggers,TRUE,,,Automating and orchestrating ML pipelines,Automating model retraining,CI/CD; Cloud Run; Pipelines; Experiments,Easy,Original Bank,Verified,FALSE
PMLE-0218,single_choice,"You have built a custom model that performs several memory-intensive preprocessing tasks before it makes a prediction. You deployed the model
 to a Agent Platform endpoint, and validated that results were received in a reasonable amount of time. After routing user traffic to the endpoint, you
 discover that the endpoint does not autoscale as expected when receiving multiple requests. What should you do?",Use a machine type with more memory,Decrease the number of workers per machine,Increase the CPU utilization target in the autoscaling configurations.,Decrease the CPU utilization target in the autoscaling configurations,,D,"Vertex AI autoscaling reacts when the configured utilization target is exceeded. Lowering the CPU utilization target causes additional replicas to be added sooner. Because preprocessing is memory-intensive, memory capacity must also be load-tested, but increasing the target would make scaling even later.",https://cloud.google.com/vertex-ai/docs/predictions/autoscaling,TRUE,REVIEW_AMBIGUOUS,Generic or unrecognized Vertex AI reference requires contextual review.,Serving and scaling models,Scaling online model serving; Serving models,Autoscaling; Training Hardware; Agents; Online Inference,Medium,Original Bank,Needs Review,TRUE
PMLE-0219,single_choice,"Your company manages an ecommerce website. You developed an ML model that recommends additional products to users in near real time
 based on items currently in the user’s cart. The workflow will include the following processes:
 1. The website will send a Pub/Sub message with the relevant data and then receive a message with the prediction from Pub/Sub
 2. Predictions will be stored in BigQuery
 3. The model will be stored in a Cloud Storage bucket and will be updated frequently
 You want to minimize prediction latency and the effort required to update the model. How should you reconfigure the architecture?","Write a Cloud Function that loads the model into memory for prediction. Configure the function to be triggered when messages are sent to
 Pub/Sub.","Create a pipeline in Agent Platform Pipelines that performs preprocessing, prediction, and postprocessing. Configure the pipeline to be triggered
 by a Cloud Function when messages are sent to Pub/Sub.",Expose the model as a Agent Platform endpoint. Write a custom DoFn in a Dataflow job that calls the endpoint for prediction.,Use the RunInference API with WatchFilePattern in a Dataflow job that wraps around the model and serves predictions.,,D,"Apache Beam RunInference performs inference inside the Dataflow workers, eliminating a remote endpoint call for each event. WatchFilePattern can refresh the model when a new artifact appears in Cloud Storage, minimizing model-update effort and prediction latency.",https://cloud.google.com/dataflow/docs/machine-learning/runinference-about,TRUE,UPDATED_OBVIOUS,Applied official direct product-name mappings only.,Serving and scaling models,Serving models; Developing end-to-end ML pipelines,Dataflow; Model Optimization; Recommendation Systems; Agents,Hard,Original Bank,Updated 2026,FALSE
PMLE-0220,single_choice,"You are collaborating on a model prototype with your team. You need to create a Agent Platform Workbench environment for the members of your team
 and also limit access to other employees in your project. What should you do?","1. Create a new service account and grant it the Notebook Viewer role
 2. Grant the Service Account User role to each team member on the service account
 3. Grant the Vertex AI User role to each team member
 4. Provision a Agent Platform Workbench user-managed notebook instance that uses the new service account","1. Grant the Vertex AI User role to the default Compute Engine service account
 2. Grant the Service Account User role to each team member on the default Compute Engine service account
 3. Provision a Agent Platform Workbench user-managed notebook instance that uses the default Compute Engine service account.","1. Create a new service account and grant it the Vertex AI User role
 2. Grant the Service Account User role to each team member on the service account
 3. Grant the Notebook Viewer role to each team member.
 4. Provision a Agent Platform Workbench user-managed notebook instance that uses the new service account","1. Grant the Vertex AI User role to the primary team member
 2. Grant the Notebook Viewer role to the other team members
 3. Provision a Agent Platform Workbench user-managed notebook instance that uses the primary user’s account",,C,"Use a dedicated service account with the Vertex AI permissions needed by the notebook workload. Grant only the selected team members permission to act as that service account and access the notebook, rather than relying on the broadly shared default Compute Engine service account.",https://cloud.google.com/vertex-ai/docs/workbench/instances/manage-access-jupyterlab,TRUE,REVIEW_AMBIGUOUS,Generic or unrecognized Vertex AI reference requires contextual review.,Collaborating within and across teams to manage data and models,Model prototyping using notebooks,Workbench; IAM; Agents,Medium,Original Bank,Needs Review,FALSE
